Gate: XG1, Type: dff, Level: 0, Fanout: CRC_OUT_9_0, Fanin: WX1264
Gate: XG9992, Type: nand, Level: 8, Fanout: II10089, Fanin: II10100, II10099
Gate: XG9993, Type: nand, Level: 8, Fanout: II10058, Fanin: II10069, II10068
Gate: XG9994, Type: nand, Level: 8, Fanout: II10027, Fanin: II10038, II10037
Gate: XG9995, Type: nand, Level: 8, Fanout: II9996, Fanin: II10007, II10006
Gate: XG9996, Type: nand, Level: 8, Fanout: II6952, Fanin: II6963, II6962
Gate: XG9997, Type: nand, Level: 8, Fanout: II6921, Fanin: II6932, II6931
Gate: XG9998, Type: nand, Level: 8, Fanout: II6890, Fanin: II6901, II6900
Gate: XG9999, Type: nand, Level: 8, Fanout: II6859, Fanin: II6870, II6869
Gate: XG10000, Type: nand, Level: 8, Fanout: II6828, Fanin: II6839, II6838
Gate: XG10001, Type: nand, Level: 8, Fanout: II6797, Fanin: II6808, II6807
Gate: XG10002, Type: nand, Level: 8, Fanout: II6766, Fanin: II6777, II6776
Gate: XG10003, Type: nand, Level: 8, Fanout: II6735, Fanin: II6746, II6745
Gate: XG10004, Type: nand, Level: 8, Fanout: II6704, Fanin: II6715, II6714
Gate: XG10005, Type: nand, Level: 8, Fanout: II6673, Fanin: II6684, II6683
Gate: XG10006, Type: nand, Level: 8, Fanout: II6642, Fanin: II6653, II6652
Gate: XG10007, Type: nand, Level: 8, Fanout: II6611, Fanin: II6622, II6621
Gate: XG10008, Type: nand, Level: 8, Fanout: II6580, Fanin: II6591, II6590
Gate: XG10009, Type: nand, Level: 8, Fanout: II6549, Fanin: II6560, II6559
Gate: XG10010, Type: nand, Level: 8, Fanout: II6518, Fanin: II6529, II6528
Gate: XG10011, Type: nand, Level: 8, Fanout: II6487, Fanin: II6498, II6497
Gate: XG10012, Type: nand, Level: 8, Fanout: II6456, Fanin: II6467, II6466
Gate: XG10013, Type: nand, Level: 8, Fanout: II6425, Fanin: II6436, II6435
Gate: XG10014, Type: nand, Level: 8, Fanout: II6394, Fanin: II6405, II6404
Gate: XG10015, Type: nand, Level: 8, Fanout: II6363, Fanin: II6374, II6373
Gate: XG10016, Type: nand, Level: 8, Fanout: II6332, Fanin: II6343, II6342
Gate: XG10017, Type: nand, Level: 8, Fanout: II6301, Fanin: II6312, II6311
Gate: XG10018, Type: nand, Level: 8, Fanout: II6270, Fanin: II6281, II6280
Gate: XG10019, Type: nand, Level: 8, Fanout: II6239, Fanin: II6250, II6249
Gate: XG10020, Type: nand, Level: 8, Fanout: II6208, Fanin: II6219, II6218
Gate: XG10021, Type: nand, Level: 8, Fanout: II6177, Fanin: II6188, II6187
Gate: XG10022, Type: nand, Level: 8, Fanout: II6146, Fanin: II6157, II6156
Gate: XG10023, Type: nand, Level: 8, Fanout: II6115, Fanin: II6126, II6125
Gate: XG10024, Type: nand, Level: 8, Fanout: II6084, Fanin: II6095, II6094
Gate: XG10025, Type: nand, Level: 8, Fanout: II6053, Fanin: II6064, II6063
Gate: XG10026, Type: nand, Level: 8, Fanout: II6022, Fanin: II6033, II6032
Gate: XG10027, Type: nand, Level: 8, Fanout: II5991, Fanin: II6002, II6001
Gate: XG10028, Type: nand, Level: 8, Fanout: II2947, Fanin: II2958, II2957
Gate: XG10029, Type: nand, Level: 8, Fanout: II2916, Fanin: II2927, II2926
Gate: XG10030, Type: nand, Level: 8, Fanout: II2885, Fanin: II2896, II2895
Gate: XG10031, Type: nand, Level: 8, Fanout: II2854, Fanin: II2865, II2864
Gate: XG10032, Type: nand, Level: 8, Fanout: II2823, Fanin: II2834, II2833
Gate: XG10033, Type: nand, Level: 8, Fanout: II2792, Fanin: II2803, II2802
Gate: XG10034, Type: nand, Level: 8, Fanout: II2761, Fanin: II2772, II2771
Gate: XG10035, Type: nand, Level: 8, Fanout: II2730, Fanin: II2741, II2740
Gate: XG10036, Type: nand, Level: 8, Fanout: II2699, Fanin: II2710, II2709
Gate: XG10037, Type: nand, Level: 8, Fanout: II2668, Fanin: II2679, II2678
Gate: XG10038, Type: nand, Level: 8, Fanout: II2637, Fanin: II2648, II2647
Gate: XG10039, Type: nand, Level: 8, Fanout: II2606, Fanin: II2617, II2616
Gate: XG10040, Type: nand, Level: 8, Fanout: II2575, Fanin: II2586, II2585
Gate: XG10041, Type: nand, Level: 8, Fanout: II2544, Fanin: II2555, II2554
Gate: XG10042, Type: nand, Level: 8, Fanout: II2513, Fanin: II2524, II2523
Gate: XG10043, Type: nand, Level: 8, Fanout: II2482, Fanin: II2493, II2492
Gate: XG10044, Type: nand, Level: 8, Fanout: II2451, Fanin: II2462, II2461
Gate: XG10045, Type: nand, Level: 8, Fanout: II2420, Fanin: II2431, II2430
Gate: XG10046, Type: nand, Level: 8, Fanout: II2389, Fanin: II2400, II2399
Gate: XG10047, Type: nand, Level: 8, Fanout: II2358, Fanin: II2369, II2368
Gate: XG10048, Type: nand, Level: 8, Fanout: II2327, Fanin: II2338, II2337
Gate: XG10049, Type: nand, Level: 8, Fanout: II2296, Fanin: II2307, II2306
Gate: XG10050, Type: nand, Level: 8, Fanout: II2265, Fanin: II2276, II2275
Gate: XG10051, Type: nand, Level: 8, Fanout: II2234, Fanin: II2245, II2244
Gate: XG10052, Type: nand, Level: 8, Fanout: II2203, Fanin: II2214, II2213
Gate: XG10053, Type: nand, Level: 8, Fanout: II2172, Fanin: II2183, II2182
Gate: XG10054, Type: nand, Level: 8, Fanout: II2141, Fanin: II2152, II2151
Gate: XG10055, Type: nand, Level: 8, Fanout: II2110, Fanin: II2121, II2120
Gate: XG10056, Type: nand, Level: 8, Fanout: II2079, Fanin: II2090, II2089
Gate: XG10057, Type: nand, Level: 8, Fanout: II2048, Fanin: II2059, II2058
Gate: XG10058, Type: nand, Level: 8, Fanout: II2017, Fanin: II2028, II2027
Gate: XG10059, Type: nand, Level: 8, Fanout: II1986, Fanin: II1997, II1996
Gate: XG10060, Type: nand, Level: 7, Fanout: WX1233, Fanin: II3509, II3508
Gate: XG10061, Type: nand, Level: 7, Fanout: WX1232, Fanin: II3494, II3493
Gate: XG10062, Type: nand, Level: 7, Fanout: WX1231, Fanin: II3479, II3478
Gate: XG10063, Type: nand, Level: 7, Fanout: WX2526, Fanin: II7514, II7513
Gate: XG10064, Type: nand, Level: 7, Fanout: WX2525, Fanin: II7499, II7498
Gate: XG10065, Type: nand, Level: 7, Fanout: WX2524, Fanin: II7484, II7483
Gate: XG10066, Type: nand, Level: 7, Fanout: WX3819, Fanin: II11519, II11518
Gate: XG10067, Type: nand, Level: 7, Fanout: WX3818, Fanin: II11504, II11503
Gate: XG10068, Type: nand, Level: 7, Fanout: WX3817, Fanin: II11489, II11488
Gate: XG10069, Type: nand, Level: 7, Fanout: WX5112, Fanin: II15524, II15523
Gate: XG10070, Type: nand, Level: 7, Fanout: WX5111, Fanin: II15509, II15508
Gate: XG10071, Type: nand, Level: 7, Fanout: WX5110, Fanin: II15494, II15493
Gate: XG10072, Type: nand, Level: 7, Fanout: WX6405, Fanin: II19529, II19528
Gate: XG10073, Type: nand, Level: 7, Fanout: WX6404, Fanin: II19514, II19513
Gate: XG10074, Type: nand, Level: 7, Fanout: WX6403, Fanin: II19499, II19498
Gate: XG10075, Type: nand, Level: 7, Fanout: WX7698, Fanin: II23534, II23533
Gate: XG10076, Type: nand, Level: 7, Fanout: WX7697, Fanin: II23519, II23518
Gate: XG10077, Type: nand, Level: 7, Fanout: WX7696, Fanin: II23504, II23503
Gate: XG10078, Type: nand, Level: 7, Fanout: WX8991, Fanin: II27539, II27538
Gate: XG10079, Type: nand, Level: 7, Fanout: WX8990, Fanin: II27524, II27523
Gate: XG10080, Type: nand, Level: 7, Fanout: WX8989, Fanin: II27509, II27508
Gate: XG10081, Type: nand, Level: 7, Fanout: WX10284, Fanin: II31544, II31543
Gate: XG10082, Type: nand, Level: 7, Fanout: WX10283, Fanin: II31529, II31528
Gate: XG10083, Type: nand, Level: 7, Fanout: WX10282, Fanin: II31514, II31513
Gate: XG10084, Type: nand, Level: 7, Fanout: WX11577, Fanin: II35549, II35548
Gate: XG10085, Type: nand, Level: 7, Fanout: WX11576, Fanin: II35534, II35533
Gate: XG10086, Type: nand, Level: 7, Fanout: WX11575, Fanin: II35519, II35518
Gate: XG10087, Type: nand, Level: 9, Fanout: II35011, Fanin: II35003, II34987
Gate: XG10088, Type: nand, Level: 9, Fanout: II34980, Fanin: II34972, II34956
Gate: XG10089, Type: nand, Level: 9, Fanout: II34949, Fanin: II34941, II34925
Gate: XG10090, Type: nand, Level: 9, Fanout: II34918, Fanin: II34910, II34894
Gate: XG10091, Type: nand, Level: 9, Fanout: II34887, Fanin: II34879, II34863
Gate: XG10092, Type: nand, Level: 9, Fanout: II34856, Fanin: II34848, II34832
Gate: XG10093, Type: nand, Level: 9, Fanout: II34825, Fanin: II34817, II34801
Gate: XG10094, Type: nand, Level: 9, Fanout: II34794, Fanin: II34786, II34770
Gate: XG10095, Type: nand, Level: 9, Fanout: II34763, Fanin: II34755, II34739
Gate: XG10096, Type: nand, Level: 9, Fanout: II34732, Fanin: II34724, II34708
Gate: XG10097, Type: nand, Level: 9, Fanout: II34701, Fanin: II34693, II34677
Gate: XG10098, Type: nand, Level: 9, Fanout: II34670, Fanin: II34662, II34646
Gate: XG10099, Type: nand, Level: 9, Fanout: II34639, Fanin: II34631, II34615
Gate: XG10100, Type: nand, Level: 9, Fanout: II34608, Fanin: II34600, II34584
Gate: XG10101, Type: nand, Level: 9, Fanout: II34577, Fanin: II34569, II34553
Gate: XG10102, Type: nand, Level: 9, Fanout: II34546, Fanin: II34538, II34522
Gate: XG10103, Type: nand, Level: 9, Fanout: II34515, Fanin: II34507, II34491
Gate: XG10104, Type: nand, Level: 9, Fanout: II34484, Fanin: II34476, II34460
Gate: XG10105, Type: nand, Level: 9, Fanout: II34453, Fanin: II34445, II34429
Gate: XG10106, Type: nand, Level: 9, Fanout: II34422, Fanin: II34414, II34398
Gate: XG10107, Type: nand, Level: 9, Fanout: II34391, Fanin: II34383, II34367
Gate: XG10108, Type: nand, Level: 9, Fanout: II34360, Fanin: II34352, II34336
Gate: XG10109, Type: nand, Level: 9, Fanout: II34329, Fanin: II34321, II34305
Gate: XG10110, Type: nand, Level: 9, Fanout: II34298, Fanin: II34290, II34274
Gate: XG10111, Type: nand, Level: 9, Fanout: II34267, Fanin: II34259, II34243
Gate: XG10112, Type: nand, Level: 9, Fanout: II34236, Fanin: II34228, II34212
Gate: XG10113, Type: nand, Level: 9, Fanout: II34205, Fanin: II34197, II34181
Gate: XG10114, Type: nand, Level: 9, Fanout: II34174, Fanin: II34166, II34150
Gate: XG10115, Type: nand, Level: 9, Fanout: II34143, Fanin: II34135, II34119
Gate: XG10116, Type: nand, Level: 9, Fanout: II34112, Fanin: II34104, II34088
Gate: XG10117, Type: nand, Level: 9, Fanout: II34081, Fanin: II34073, II34057
Gate: XG10118, Type: nand, Level: 9, Fanout: II34050, Fanin: II34042, II34026
Gate: XG10119, Type: nand, Level: 9, Fanout: II31006, Fanin: II30998, II30982
Gate: XG10120, Type: nand, Level: 9, Fanout: II30975, Fanin: II30967, II30951
Gate: XG10121, Type: nand, Level: 9, Fanout: II30944, Fanin: II30936, II30920
Gate: XG10122, Type: nand, Level: 9, Fanout: II30913, Fanin: II30905, II30889
Gate: XG10123, Type: nand, Level: 9, Fanout: II30882, Fanin: II30874, II30858
Gate: XG10124, Type: nand, Level: 9, Fanout: II30851, Fanin: II30843, II30827
Gate: XG10125, Type: nand, Level: 9, Fanout: II30820, Fanin: II30812, II30796
Gate: XG10126, Type: nand, Level: 9, Fanout: II30789, Fanin: II30781, II30765
Gate: XG10127, Type: nand, Level: 9, Fanout: II30758, Fanin: II30750, II30734
Gate: XG10128, Type: nand, Level: 9, Fanout: II30727, Fanin: II30719, II30703
Gate: XG10129, Type: nand, Level: 9, Fanout: II30696, Fanin: II30688, II30672
Gate: XG10130, Type: nand, Level: 9, Fanout: II30665, Fanin: II30657, II30641
Gate: XG10131, Type: nand, Level: 9, Fanout: II30634, Fanin: II30626, II30610
Gate: XG10132, Type: nand, Level: 9, Fanout: II30603, Fanin: II30595, II30579
Gate: XG10133, Type: nand, Level: 9, Fanout: II30572, Fanin: II30564, II30548
Gate: XG10134, Type: nand, Level: 9, Fanout: II30541, Fanin: II30533, II30517
Gate: XG10135, Type: nand, Level: 9, Fanout: II30510, Fanin: II30502, II30486
Gate: XG10136, Type: nand, Level: 9, Fanout: II30479, Fanin: II30471, II30455
Gate: XG10137, Type: nand, Level: 9, Fanout: II30448, Fanin: II30440, II30424
Gate: XG10138, Type: nand, Level: 9, Fanout: II30417, Fanin: II30409, II30393
Gate: XG10139, Type: nand, Level: 9, Fanout: II30386, Fanin: II30378, II30362
Gate: XG10140, Type: nand, Level: 9, Fanout: II30355, Fanin: II30347, II30331
Gate: XG10141, Type: nand, Level: 9, Fanout: II30324, Fanin: II30316, II30300
Gate: XG10142, Type: nand, Level: 9, Fanout: II30293, Fanin: II30285, II30269
Gate: XG10143, Type: nand, Level: 9, Fanout: II30262, Fanin: II30254, II30238
Gate: XG10144, Type: nand, Level: 9, Fanout: II30231, Fanin: II30223, II30207
Gate: XG10145, Type: nand, Level: 9, Fanout: II30200, Fanin: II30192, II30176
Gate: XG10146, Type: nand, Level: 9, Fanout: II30169, Fanin: II30161, II30145
Gate: XG10147, Type: nand, Level: 9, Fanout: II30138, Fanin: II30130, II30114
Gate: XG10148, Type: nand, Level: 9, Fanout: II30107, Fanin: II30099, II30083
Gate: XG10149, Type: nand, Level: 9, Fanout: II30076, Fanin: II30068, II30052
Gate: XG10150, Type: nand, Level: 9, Fanout: II30045, Fanin: II30037, II30021
Gate: XG10151, Type: nand, Level: 9, Fanout: II27001, Fanin: II26993, II26977
Gate: XG10152, Type: nand, Level: 9, Fanout: II26970, Fanin: II26962, II26946
Gate: XG10153, Type: nand, Level: 9, Fanout: II26939, Fanin: II26931, II26915
Gate: XG10154, Type: nand, Level: 9, Fanout: II26908, Fanin: II26900, II26884
Gate: XG10155, Type: nand, Level: 9, Fanout: II26877, Fanin: II26869, II26853
Gate: XG10156, Type: nand, Level: 9, Fanout: II26846, Fanin: II26838, II26822
Gate: XG10157, Type: nand, Level: 9, Fanout: II26815, Fanin: II26807, II26791
Gate: XG10158, Type: nand, Level: 9, Fanout: II26784, Fanin: II26776, II26760
Gate: XG10159, Type: nand, Level: 9, Fanout: II26753, Fanin: II26745, II26729
Gate: XG10160, Type: nand, Level: 9, Fanout: II26722, Fanin: II26714, II26698
Gate: XG10161, Type: nand, Level: 9, Fanout: II26691, Fanin: II26683, II26667
Gate: XG10162, Type: nand, Level: 9, Fanout: II26660, Fanin: II26652, II26636
Gate: XG10163, Type: nand, Level: 9, Fanout: II26629, Fanin: II26621, II26605
Gate: XG10164, Type: nand, Level: 9, Fanout: II26598, Fanin: II26590, II26574
Gate: XG10165, Type: nand, Level: 9, Fanout: II26567, Fanin: II26559, II26543
Gate: XG10166, Type: nand, Level: 9, Fanout: II26536, Fanin: II26528, II26512
Gate: XG10167, Type: nand, Level: 9, Fanout: II26505, Fanin: II26497, II26481
Gate: XG10168, Type: nand, Level: 9, Fanout: II26474, Fanin: II26466, II26450
Gate: XG10169, Type: nand, Level: 9, Fanout: II26443, Fanin: II26435, II26419
Gate: XG10170, Type: nand, Level: 9, Fanout: II26412, Fanin: II26404, II26388
Gate: XG10171, Type: nand, Level: 9, Fanout: II26381, Fanin: II26373, II26357
Gate: XG10172, Type: nand, Level: 9, Fanout: II26350, Fanin: II26342, II26326
Gate: XG10173, Type: nand, Level: 9, Fanout: II26319, Fanin: II26311, II26295
Gate: XG10174, Type: nand, Level: 9, Fanout: II26288, Fanin: II26280, II26264
Gate: XG10175, Type: nand, Level: 9, Fanout: II26257, Fanin: II26249, II26233
Gate: XG10176, Type: nand, Level: 9, Fanout: II26226, Fanin: II26218, II26202
Gate: XG10177, Type: nand, Level: 9, Fanout: II26195, Fanin: II26187, II26171
Gate: XG10178, Type: nand, Level: 9, Fanout: II26164, Fanin: II26156, II26140
Gate: XG10179, Type: nand, Level: 9, Fanout: II26133, Fanin: II26125, II26109
Gate: XG10180, Type: nand, Level: 9, Fanout: II26102, Fanin: II26094, II26078
Gate: XG10181, Type: nand, Level: 9, Fanout: II26071, Fanin: II26063, II26047
Gate: XG10182, Type: nand, Level: 9, Fanout: II26040, Fanin: II26032, II26016
Gate: XG10183, Type: nand, Level: 9, Fanout: II22996, Fanin: II22988, II22972
Gate: XG10184, Type: nand, Level: 9, Fanout: II22965, Fanin: II22957, II22941
Gate: XG10185, Type: nand, Level: 9, Fanout: II22934, Fanin: II22926, II22910
Gate: XG10186, Type: nand, Level: 9, Fanout: II22903, Fanin: II22895, II22879
Gate: XG10187, Type: nand, Level: 9, Fanout: II22872, Fanin: II22864, II22848
Gate: XG10188, Type: nand, Level: 9, Fanout: II22841, Fanin: II22833, II22817
Gate: XG10189, Type: nand, Level: 9, Fanout: II22810, Fanin: II22802, II22786
Gate: XG10190, Type: nand, Level: 9, Fanout: II22779, Fanin: II22771, II22755
Gate: XG10191, Type: nand, Level: 9, Fanout: II22748, Fanin: II22740, II22724
Gate: XG10192, Type: nand, Level: 9, Fanout: II22717, Fanin: II22709, II22693
Gate: XG10193, Type: nand, Level: 9, Fanout: II22686, Fanin: II22678, II22662
Gate: XG10194, Type: nand, Level: 9, Fanout: II22655, Fanin: II22647, II22631
Gate: XG10195, Type: nand, Level: 9, Fanout: II22624, Fanin: II22616, II22600
Gate: XG10196, Type: nand, Level: 9, Fanout: II22593, Fanin: II22585, II22569
Gate: XG10197, Type: nand, Level: 9, Fanout: II22562, Fanin: II22554, II22538
Gate: XG10198, Type: nand, Level: 9, Fanout: II22531, Fanin: II22523, II22507
Gate: XG10199, Type: nand, Level: 9, Fanout: II22500, Fanin: II22492, II22476
Gate: XG10200, Type: nand, Level: 9, Fanout: II22469, Fanin: II22461, II22445
Gate: XG10201, Type: nand, Level: 9, Fanout: II22438, Fanin: II22430, II22414
Gate: XG10202, Type: nand, Level: 9, Fanout: II22407, Fanin: II22399, II22383
Gate: XG10203, Type: nand, Level: 9, Fanout: II22376, Fanin: II22368, II22352
Gate: XG10204, Type: nand, Level: 9, Fanout: II22345, Fanin: II22337, II22321
Gate: XG10205, Type: nand, Level: 9, Fanout: II22314, Fanin: II22306, II22290
Gate: XG10206, Type: nand, Level: 9, Fanout: II22283, Fanin: II22275, II22259
Gate: XG10207, Type: nand, Level: 9, Fanout: II22252, Fanin: II22244, II22228
Gate: XG10208, Type: nand, Level: 9, Fanout: II22221, Fanin: II22213, II22197
Gate: XG10209, Type: nand, Level: 9, Fanout: II22190, Fanin: II22182, II22166
Gate: XG10210, Type: nand, Level: 9, Fanout: II22159, Fanin: II22151, II22135
Gate: XG10211, Type: nand, Level: 9, Fanout: II22128, Fanin: II22120, II22104
Gate: XG10212, Type: nand, Level: 9, Fanout: II22097, Fanin: II22089, II22073
Gate: XG10213, Type: nand, Level: 9, Fanout: II22066, Fanin: II22058, II22042
Gate: XG10214, Type: nand, Level: 9, Fanout: II22035, Fanin: II22027, II22011
Gate: XG10215, Type: nand, Level: 9, Fanout: II18991, Fanin: II18983, II18967
Gate: XG10216, Type: nand, Level: 9, Fanout: II18960, Fanin: II18952, II18936
Gate: XG10217, Type: nand, Level: 9, Fanout: II18929, Fanin: II18921, II18905
Gate: XG10218, Type: nand, Level: 9, Fanout: II18898, Fanin: II18890, II18874
Gate: XG10219, Type: nand, Level: 9, Fanout: II18867, Fanin: II18859, II18843
Gate: XG10220, Type: nand, Level: 9, Fanout: II18836, Fanin: II18828, II18812
Gate: XG10221, Type: nand, Level: 9, Fanout: II18805, Fanin: II18797, II18781
Gate: XG10222, Type: nand, Level: 9, Fanout: II18774, Fanin: II18766, II18750
Gate: XG10223, Type: nand, Level: 9, Fanout: II18743, Fanin: II18735, II18719
Gate: XG10224, Type: nand, Level: 9, Fanout: II18712, Fanin: II18704, II18688
Gate: XG10225, Type: nand, Level: 9, Fanout: II18681, Fanin: II18673, II18657
Gate: XG10226, Type: nand, Level: 9, Fanout: II18650, Fanin: II18642, II18626
Gate: XG10227, Type: nand, Level: 9, Fanout: II18619, Fanin: II18611, II18595
Gate: XG10228, Type: nand, Level: 9, Fanout: II18588, Fanin: II18580, II18564
Gate: XG10229, Type: nand, Level: 9, Fanout: II18557, Fanin: II18549, II18533
Gate: XG10230, Type: nand, Level: 9, Fanout: II18526, Fanin: II18518, II18502
Gate: XG10231, Type: nand, Level: 9, Fanout: II18495, Fanin: II18487, II18471
Gate: XG10232, Type: nand, Level: 9, Fanout: II18464, Fanin: II18456, II18440
Gate: XG10233, Type: nand, Level: 9, Fanout: II18433, Fanin: II18425, II18409
Gate: XG10234, Type: nand, Level: 9, Fanout: II18402, Fanin: II18394, II18378
Gate: XG10235, Type: nand, Level: 9, Fanout: II18371, Fanin: II18363, II18347
Gate: XG10236, Type: nand, Level: 9, Fanout: II18340, Fanin: II18332, II18316
Gate: XG10237, Type: nand, Level: 9, Fanout: II18309, Fanin: II18301, II18285
Gate: XG10238, Type: nand, Level: 9, Fanout: II18278, Fanin: II18270, II18254
Gate: XG10239, Type: nand, Level: 9, Fanout: II18247, Fanin: II18239, II18223
Gate: XG10240, Type: nand, Level: 9, Fanout: II18216, Fanin: II18208, II18192
Gate: XG10241, Type: nand, Level: 9, Fanout: II18185, Fanin: II18177, II18161
Gate: XG10242, Type: nand, Level: 9, Fanout: II18154, Fanin: II18146, II18130
Gate: XG10243, Type: nand, Level: 9, Fanout: II18123, Fanin: II18115, II18099
Gate: XG10244, Type: nand, Level: 9, Fanout: II18092, Fanin: II18084, II18068
Gate: XG10245, Type: nand, Level: 9, Fanout: II18061, Fanin: II18053, II18037
Gate: XG10246, Type: nand, Level: 9, Fanout: II18030, Fanin: II18022, II18006
Gate: XG10247, Type: nand, Level: 9, Fanout: II14986, Fanin: II14978, II14962
Gate: XG10248, Type: nand, Level: 9, Fanout: II14955, Fanin: II14947, II14931
Gate: XG10249, Type: nand, Level: 9, Fanout: II14924, Fanin: II14916, II14900
Gate: XG10250, Type: nand, Level: 9, Fanout: II14893, Fanin: II14885, II14869
Gate: XG10251, Type: nand, Level: 9, Fanout: II14862, Fanin: II14854, II14838
Gate: XG10252, Type: nand, Level: 9, Fanout: II14831, Fanin: II14823, II14807
Gate: XG10253, Type: nand, Level: 9, Fanout: II14800, Fanin: II14792, II14776
Gate: XG10254, Type: nand, Level: 9, Fanout: II14769, Fanin: II14761, II14745
Gate: XG10255, Type: nand, Level: 9, Fanout: II14738, Fanin: II14730, II14714
Gate: XG10256, Type: nand, Level: 9, Fanout: II14707, Fanin: II14699, II14683
Gate: XG10257, Type: nand, Level: 9, Fanout: II14676, Fanin: II14668, II14652
Gate: XG10258, Type: nand, Level: 9, Fanout: II14645, Fanin: II14637, II14621
Gate: XG10259, Type: nand, Level: 9, Fanout: II14614, Fanin: II14606, II14590
Gate: XG10260, Type: nand, Level: 9, Fanout: II14583, Fanin: II14575, II14559
Gate: XG10261, Type: nand, Level: 9, Fanout: II14552, Fanin: II14544, II14528
Gate: XG10262, Type: nand, Level: 9, Fanout: II14521, Fanin: II14513, II14497
Gate: XG10263, Type: nand, Level: 9, Fanout: II14490, Fanin: II14482, II14466
Gate: XG10264, Type: nand, Level: 9, Fanout: II14459, Fanin: II14451, II14435
Gate: XG10265, Type: nand, Level: 9, Fanout: II14428, Fanin: II14420, II14404
Gate: XG10266, Type: nand, Level: 9, Fanout: II14397, Fanin: II14389, II14373
Gate: XG10267, Type: nand, Level: 9, Fanout: II14366, Fanin: II14358, II14342
Gate: XG10268, Type: nand, Level: 9, Fanout: II14335, Fanin: II14327, II14311
Gate: XG10269, Type: nand, Level: 9, Fanout: II14304, Fanin: II14296, II14280
Gate: XG10270, Type: nand, Level: 9, Fanout: II14273, Fanin: II14265, II14249
Gate: XG10271, Type: nand, Level: 9, Fanout: II14242, Fanin: II14234, II14218
Gate: XG10272, Type: nand, Level: 9, Fanout: II14211, Fanin: II14203, II14187
Gate: XG10273, Type: nand, Level: 9, Fanout: II14180, Fanin: II14172, II14156
Gate: XG10274, Type: nand, Level: 9, Fanout: II14149, Fanin: II14141, II14125
Gate: XG10275, Type: nand, Level: 9, Fanout: II14118, Fanin: II14110, II14094
Gate: XG10276, Type: nand, Level: 9, Fanout: II14087, Fanin: II14079, II14063
Gate: XG10277, Type: nand, Level: 9, Fanout: II14056, Fanin: II14048, II14032
Gate: XG10278, Type: nand, Level: 9, Fanout: II14025, Fanin: II14017, II14001
Gate: XG10279, Type: nand, Level: 9, Fanout: II10981, Fanin: II10973, II10957
Gate: XG10280, Type: nand, Level: 9, Fanout: II10950, Fanin: II10942, II10926
Gate: XG10281, Type: nand, Level: 9, Fanout: II10919, Fanin: II10911, II10895
Gate: XG10282, Type: nand, Level: 9, Fanout: II10888, Fanin: II10880, II10864
Gate: XG10283, Type: nand, Level: 9, Fanout: II10857, Fanin: II10849, II10833
Gate: XG10284, Type: nand, Level: 9, Fanout: II10826, Fanin: II10818, II10802
Gate: XG10285, Type: nand, Level: 9, Fanout: II10795, Fanin: II10787, II10771
Gate: XG10286, Type: nand, Level: 9, Fanout: II10764, Fanin: II10756, II10740
Gate: XG10287, Type: nand, Level: 9, Fanout: II10733, Fanin: II10725, II10709
Gate: XG10288, Type: nand, Level: 9, Fanout: II10702, Fanin: II10694, II10678
Gate: XG10289, Type: nand, Level: 9, Fanout: II10671, Fanin: II10663, II10647
Gate: XG10290, Type: nand, Level: 9, Fanout: II10640, Fanin: II10632, II10616
Gate: XG10291, Type: nand, Level: 9, Fanout: II10609, Fanin: II10601, II10585
Gate: XG10292, Type: nand, Level: 9, Fanout: II10578, Fanin: II10570, II10554
Gate: XG10293, Type: nand, Level: 9, Fanout: II10547, Fanin: II10539, II10523
Gate: XG10294, Type: nand, Level: 9, Fanout: II10516, Fanin: II10508, II10492
Gate: XG10295, Type: nand, Level: 9, Fanout: II10485, Fanin: II10477, II10461
Gate: XG10296, Type: nand, Level: 9, Fanout: II10454, Fanin: II10446, II10430
Gate: XG10297, Type: nand, Level: 9, Fanout: II10423, Fanin: II10415, II10399
Gate: XG10298, Type: nand, Level: 9, Fanout: II10392, Fanin: II10384, II10368
Gate: XG10299, Type: nand, Level: 9, Fanout: II10361, Fanin: II10353, II10337
Gate: XG10300, Type: nand, Level: 9, Fanout: II10330, Fanin: II10322, II10306
Gate: XG10301, Type: nand, Level: 9, Fanout: II10299, Fanin: II10291, II10275
Gate: XG10302, Type: nand, Level: 9, Fanout: II10268, Fanin: II10260, II10244
Gate: XG10303, Type: nand, Level: 9, Fanout: II10237, Fanin: II10229, II10213
Gate: XG10304, Type: nand, Level: 9, Fanout: II10206, Fanin: II10198, II10182
Gate: XG10305, Type: nand, Level: 9, Fanout: II10175, Fanin: II10167, II10151
Gate: XG10306, Type: nand, Level: 9, Fanout: II10144, Fanin: II10136, II10120
Gate: XG10307, Type: nand, Level: 9, Fanout: II10113, Fanin: II10105, II10089
Gate: XG10308, Type: nand, Level: 9, Fanout: II10082, Fanin: II10074, II10058
Gate: XG10309, Type: nand, Level: 9, Fanout: II10051, Fanin: II10043, II10027
Gate: XG10310, Type: nand, Level: 9, Fanout: II10020, Fanin: II10012, II9996
Gate: XG10311, Type: nand, Level: 9, Fanout: II6976, Fanin: II6968, II6952
Gate: XG10312, Type: nand, Level: 9, Fanout: II6945, Fanin: II6937, II6921
Gate: XG10313, Type: nand, Level: 9, Fanout: II6914, Fanin: II6906, II6890
Gate: XG10314, Type: nand, Level: 9, Fanout: II6883, Fanin: II6875, II6859
